7.40, 138.96, -50.80
0.03, 0.01, -0.02, 117.42, 138.97, -50.77, 0.03, 0.01, -0.02, 117.41, 138.96, -50.80
0.05, 0.01, -0.02, 117.42, 138.97, -50.77, 0.05, 0.01, -0.02, 117.40, 138.97, -50.80
0.03, 0.01, -0.02, 117.42, 138.97, -50.77, 0.03, 0.01, -0.02, 117.40, 138.96, -50.81
0.03, 0.01, -0.02, 117.42, 138.97, -50.77, 0.03, 0.01, -0.02, 117.40, 138.97, -50.80
0.04, 0.01, -0.02, 117.42, 138.97, -50.77, 0.04, 0.01, -0.02, 117.40, 138.97, -50.80
0.04, 0.01, -0.02, 117.42, 138.97, -50.77, 0.04, 0.01, -0.02, 117.40, 138.97, -50.80
0.04, 0.02, -0.02, 117.42, 138.97, -50.77, 0.04, 0.02, -0.02, 117.40, 138.96, -50.80
0.04, 0.01, -0.02, 117.42, 138.97, -50.77, 0.04, 0.01, -0.02, 117.40, 138.96, -50.80
0.04, 0.01, -0.02, 117.42, 138.97, -50.77, 0.04, 0.01, -0.02, 117.40, 138.96, -50.80
0.04, 0.02, -0.02, 117.42, 138.97, -50.77, 0.04, 0.02, -0.02, 117.41, 138.96, -50.80
0.04, 0.01, -0.02, 117.42, 138.97, -50.77, 0.04, 0.01, -0.02, 117.41, 138.96, -50.80
0.13, 0.03, -0.03, 117.42, 138.97, -50.77, 0.13, 0.03, -0.03, 117.40, 138.96, -50.80
0.59, 5.00, -1.07, 117.42, 138.97, -50.77, 0.59, 5.00, -1.07, 117.42, 138.97, -50.78
0.56, -1.36, 0.27, 117.42, 138.97, -50.77, 0.56, -1.36, 0.27, 117.19, 139.20, -49.23
0.48, -4.78, 0.42, 117.42, 138.97, -50.77, 0.48, -4.78, 0.42, 117.41, 138.85, -50.82
-0.40, -4.41, 0.09, 117.42, 138.97, -50.77, -0.40, -4.41, 0.09, 117.29, 138.42, -51.24
0.09, 1.60, 0.10, 117.42, 138.97, -50.77, 0.09, 1.60, 0.10, 117.01, 138.76, -51.88
